ndc11,DRUG
00006494300,Lidocaine 1%
00904062960,Nicoti
51079073320,Fentanyl
51079073320,Midazolam
00409427501,Lidocaine 
00074118701,Droperidol
00472500360,Nys
00172436560,Propofol
00172436560,Potassium Chloride (Powder)
00172436560,Midazolam
00338070341,Heparin
00904404073,Systane Ultra
00703418301,VinORELbine (Navelbine)
00409978903,Fat Emulsion 20%
58177022211,Isosorbide Mononitr
68462035901,Nabumetone
00172572810,Actimmune
00338001701,Dextrose 5%
51079075920,Pimecrolimus
00002821501,Pimecrolimus
00904224461,Pimecrolimus
00409339732,Ascorbic Acid
00028007201,Terbutaline Sulfate
00517077010,Torsemide 
63459039120,BENDAmustine
63323026201,Heparin Flush (1000 units/mL)
00469061711,Prograf
66553000401,Insulin Pump (Self Administering Medication)
00469061711,Insulin Pump (Self Administering Medication)
00256015201,Insulin Pump (Self Administering Medication)
00469060773,Prograf
00409490234,PHENYLEPHrine
00338008504,Requip XL
00338008504,Rasagiline
63323026201,Furosemide
00182144464,Lialda
00056017275,Lialda
00781305714,Lidocaine 1%
51079041720,Zenpep
58177020211,erlotinib
00071307513,tuck
00173094755,Wellbutrin
00409592101,Aminophylline
24208029525,Tobramycin-Dexamethasone Ophth Susp
00065027510,brinzolamide
00904053061,Ondansetron
33332001001,Fentanyl
54868277600,Phenytoin Infatab
00781523864,Ondansetron ODT
49281048901,"meningococcal vac A,C,Y,W-135"
49281048901,MENINGO
49281048901,Menomune - A/C/Y/W-135
00469060773,Tacro
00469060773,tacro
00085140201,formoterol fumarate
49502069724,formoterol fumarate
00075770060,riluzole
00115703301,Insulin Pump
58016050902,Verapamil
42023011801,Trimethobenzamide
63824000840,mucinex
63402051224,*NF* Levalbuterol Neb
00338011704,Combigan
00597007575,Spiriva with HandiHaler
65483011607,Aldesleukin
00069073166,ZyrTEC
00904624261,Donepezil
00258368890,Diltia
00904215461,Isosorbide din
51672208001,Terbinafine 1% Cream
11701005032,Critic-Aid Clear
00456067299,Flunisolide Inhaler
00536338101,Avodart
00409665305,Avodart  0.5MG
00904053061,Avodart  0.5MG
60793020505,Imatinib
68084028401,Hydroxyurea Suspension
00054001820,Imatinib
00078043815,Imatinib
61553008348,Nexium
08290036005,Esomeprazole Magnesium
63323026201,ATRIPLA
18860034201,Parcopa
00781573413,Lansoprazole
63323029766,Propofol
00024059120,Oxaliplatin Desensitization
00173047100,lamiVUDine
00338004904,Lidocaine 1%
54569523500,Midazolam
54569523500,Fentanyl
51991041702,Mephobarbital
60432021208,prednisol
00597001314,Prelone
60432021208,Prelone
00409176230,Prednisolone (prelone)
00182050789,FoLIC
51079029420,Avodart
51079000220,Avodart
00409205105,Ketamin
00409606211,Phenylephrine
00338004904,HYDROmorphone PCA (Dilaudid)
00904150061,Camila
00703450204,metoCLOPramide
00338001702,Fentanyl Citrate
00338001702,Potassium Chloride (Powder)
00006011728,Beclomethasone Dipro. AQ (Nasal)
00006011728,bimatoprost
00006011728,brimonidine
00006011728,fluticasone
00172428010,Verapamil
51285076993,Plan B
00409672924,Potassium Chloride Replacement (Oncology)
00517570425,Potassium Chloride Replacement (Oncology)
57665033101,Liposomal Cytarabine (Depocyt)
00456430008,fosfomycin tromethamine
00904525530,Acetaminophen
00904565661,Levemir Flexpen
00409741903,Dextran 40 10% in NS
51079045420,thyroid
51079045420,thyroid extract SR
51079052920,Claritin
00054009920,Propofol
55390000401,Morphine Sulfate
55390000401,Ondansetron
00536338101,Phenylephrine
00338080304,Fentanyl
00008084199,DiphenhydrAMINE
00008084199,HYDROmorphone (Dilaudid)
00074636902,Erythro
51079002720,Melatonin-Theanine
00409606211,Fentanyl
00008083721,Venlafaxine
00172524160,Anagrelide
57902024901,Asparaginase (Erwinia chrysan)
55390003310,Methotrexate Sodium P.F.
64764091830,Uloric
61748004416,Aminocaproi
60258000601,neutra
00013111410,Tranexamic Acid
00574705050,Vemurafenib (RO5185426)
00591083960,bupropion
08489800001,Saliva Substitution Combo No.5
51079000220,Metoprolol Tartrate
63323038910,Ampicillin Desensitization
49502050001,EPINEPHrine Auto Injector
00409198530,Lorazepam 2mg syringa
00054350049,Lidocaine Viscous
50242005306,Rituximab Desensitization
60505056802,bimatoprost
59762501601,fluconazole
00469065773,Tacr
00002445385,olan
18006333453,Peramivir
58177020211,Pulmicort Flexhaler
00054817925,Dexameth
60492005201,Hepatitis B Immu Glob (HepaGam B)
00037043001,Felbamate
17270072101,Melatonin
60505260400,Melatonin
59310057920,Melatonin
00904404073,Elidel
00168007011,Erythromycin
00904198861,Acetaminophen (Liquid)
00574722406,HYDROmorphone (Dilaudid)
00054817625,Dexame
00054817925,Dexame
00023917705,mupirocin
61314063305,Gentamicin 0.3% Ophth. Soln
59572030101,Melphalan
54569281400,acet
11980002515,Polyvinyl Alcohol
00591319301,nifedipine
00085172202,nifedipine
00085172202,Nifed
00378447201,Mycophenolate Mofetil (Self Med)
00085177701,Ciprofloxacin
00904053061,Propofol
00056017675,Exelon
52959005500,Vytorin 10-40
59762306003,Zithromax Z-Pak
59762503301,Janumet
59762503301,sitagliptin-metformin
00056047492,Efavirenz Oral Soln
60505258500,RisPERDal
37205098869,Nicotine Lozenge
51079041720,Cinryze (C1 estrase inhibitor)
51079038620,Cinryze (C1 estrase inhibitor)
00904777261,alfuzosin
10939011801,Calcium Carbonate
52544047108,Estradiol
00083232062,Estradiol
52544047108,Estraderm
52544047108,*NF* Estraderm
00078034445,*NF* Estradiol Transdermal Patch
00472500360,Nyst
00023031204,Ondansetron
00023031204,"Lidocaine 1%/Epi 1::100,000"
10019003867,Potassium Chloride
10019003867,Lidocaine 1%
00409144304,NORepinephrine
25208000202,Tirofiban
00093731601,Desmopressin Acetate
57664027408,Propofol
00409672924,Calcium Gluconate
00338519741,Fentanyl
00338519741,Lidocaine 1%
00074611411,Divalproex (DELayed Release)
00054023755,Morphine Sulfate IR
00409490234,Epinephrine
00536480101,Vitamin E
00029152722,mupirocin
00456321063,Memantine
00409198530,Lorazepam 2 mg syringe
66582041428,Zetia
00074621511,Divalproex
54569523500,Acetaminophen (Liquid)
49999074704,Selenium Sulfide
00168005430,Mycostatin
00536338101,Symbicort
00487980125,Symbicort
00074333330,ritonavir
00409318201,"Lidocaine 2%/Epi 1:100,000"
61553020648,HYDROmorphone Infusion ? Comfort Care Guidelines
00121176130,Aluminum
63323026201,Preparation H
00093528401,Requip
00456066270, Symbicort
62756035664,Ondanse
63739027201,Insulin Pump
24208027507,metipranolol
00469060773,Tacroli
00781210301,Tacrolimus (Self Med)
00338008504,Levothyroxine Sodium
10019017644,octreotide LAR 10mg depot
00078034161,octreotide acetate
00182844789,Insulin Pump
00143129001,Symbicort
00054817625,Dexamethaso
00781210401,Tacrolimus Suspension
51079059720,Cetirizine
00591319301,NIFEdipine
00904053061,fidaxomicin 200mg TAB
59310057920,Albuterol 
51079008320,solifenacin
00904053061,multivitamin
00409198530,Loraze
00904150061,Loraze
00904530661,HydrALAzine
17478093401,Betaseron
00338067104,Betaseron
00409672924,desvenlafaxine
51079045420,desvenlafaxine
00168004046,Betamethasone Valerate 0.1% Cream
00574705050,Metoprolol Tartrate
62756035664,Ondansetron ODT
00338355248,Felodipine
51079069020,Felodipine
00093521193,Metoprolol Tartrate
00182050789,Folic Acid
00223197101,Citracal + D
00074706811,Levothyroxine
00338001701,Omeprazole
00338001701,Felodipine
00409427701,Lidocaine
00904053061,Multi
00904150061,Lactobacillus Rhamnosus (GG)
58160087546,Levemir
63323026201,Levemir
63739002401,Levemir
00904150061,Levemir
52544047108,alora
00310028039,Quetiapine extended-release
00338004903,DOPamine
51079096620,Fentanyl
51079096620,Lidocaine 1% P.F.
00186041201,Mepivacaine 1%
68546014256,rasagiline
25010071115,carbidopa
00121176130,Maalox
55390016010,Octreotide 
00472128416,Sulfameth/Trimethopr
49281000950,Influenza Virus Vaccine
49281048901,MENINGOcoccal Poly Vaccine (Menomune)
53746027101,Sulfame
00071036940,Phenytoin Sodium (IV)
00093721201,MetFORMIN XR (Glucophage XR)
00904777261,NovoLOG Flexpen
00056017075,Levemir Flexpen
55390000401,Phenylephrine
55390000401,PHENYLEPHrine
63323049089,Lidocaine 4% MPF
50474059540,Temozolomide
00002821501,HYDROmorphone
00641037625,Lidocaine 1%
00641037625,HYDROmorphone (Dilaudid)
49884065001,Nabumetone
51079090620,Amiodarone Oral Suspension
48102000735,Bacitracin Ointment
65649030141,Rifaximin
00409434673,Aminocaproic
00168004046,betamethasone
45802073032,Acetaminophen (Rectal)
68084020601,Iloprost
63323042610,rocuronium
00378037301,Hydroxychloroquine
00409779362,lapatinib
00409131230,lapatinib
00338004903,Magnesium Sulfate
00338004903,Calcium Gluconate
00338004903,Furosemide
00338004903,Potassium Chloride
51079062485,Sulfamylon
00378015601,Probenecid
00338003003,Sodium Bicarbonate
00338003003,Acetaminophen (Liquid)
00338003003,DOPamine
00338003003,Fentanyl
00338003003,Midazolam
00338001704,Calcium Chloride
00172717149,Cimetidine
00766150020,Nicotine Polacrilex
51079078820,Zocor
00338004904,Zestril
00409128331,Zantac 75
00029609039,Amoxicillin-Clavulanate Desensitization
00029607531,Amoxicillin-Clavulanate Desensitization
00029609039,Amoxicill
00703102030,Fluconazole Desensitization
00006382310,Caspofungin Desensitization
50458058601,Concerta
00088222033,brimonidine
00641036725,Dexameth
00078024615,Flarex
00065026625,Combigan
00904105661,Pimozide
00574722406,Hydromorphone (Rectal)
58177023811,Isosorbide mono
00168035755,EMLA
00536407701,Nicot
00182000101,Nicot
63323016501,Dexam
63323016501,De
63323016501,Dexamet
63323016501,Dexameth
00002445485,OLANZapine
00006473900,Bystolic
51079007220,Bystolic
60505068104,Insulin Pump (Self Administering Medication)
00597001314,Symbicort
00074662411,levothyroxine
00065026625,Travoprost (Benzalkonium)
59310057920,Albuterol Sulfate
10432006501,Riboflavin (Vitamin B-2)
61314022705,Thera Tears
68152010100,Levoleucovorin
00034180080,senna
00378447201,Mycophenolate 
51079075920,Acidophilus-B.bifidum-B.longum
51079075920,Acetylcysteine
00071041724,Nitroglycerin SL
51079025520,Insulin Pump (Self Administering Medication)
55390000401,Insulin Pump (Self Administering Medication)
00327001105,Renacidin
00327001105,*NF* Renacidin Soln
61553008348,Fentanyl Citrate
61553008348,Midazolam
61553008348,Calcium Chloride
00409198530,Lidocaine
00409198530,Diazepam
00409198530,Albuterol 0.083% Neb Soln
00409198530,Ipratropium Bromide Neb
00409198530,Racepinephrine
00054858516,Morphine Sulfate (Concentrated Oral Soln)
13310015307,QUALAQUIN
00703040402,Levocarnitine
00469882030,Selenious Acid
63323054011,sunitinib
08290036005,pyridostigmine
00187301220,Pyridostigmine 
00590032435,Coumadin
00338004938,Dextrose 50%
00338004938,Calcium Gluconate
00338001704,Ascorbic Acid
00074612290,Fenofibrate Micronized
00904585361,ibuprofen
00536407701,Nia
67467064301,Albumin 25% 
00004003822,ValGANCIclov
00054873925,Ondansetron
00904224461,Heparin Sodium
00781305714,Phenylephrine
00054848616,lactul
00054817625,dex
00548301200,Levofloxacin
63323026965,Levofloxacin
00023031204,Lactaid
33332001001,Propofol
00338004903,Ondansetron
58177000111,potass
00409492834,Calcium
61553020648,Xopenex HFA
00121053005,Metoprolol Tartrate
00008084199,Xopenex HFA
00078024915,FemARA
51079000220,Midazolam
00075062430,Albuterol Inhaler
00409317802,"Lidocaine 1%/Epinephrine 1:100,000"
58177023811,Isosorbide
00121065721,Propofol
51079028520,Magnesium Sulfate
51079028520,Potassium Chloride (Powder)
51079028520,Acetaminophen
00409176230,Sevelamer carbonate (Renvela)
00338004304,sevelamer carbonate
00409792337,sevelamer carbonate
51079090620,sevelamer carbonate
00002831501,sevelamer carbonate
61553008348,Fentanyl
61553008348,Magnesium Sulfate
63824000840,Icaps MV
00065024610,Betoptic S
00517760425,Propofol
00338011704,axitinib
66591091332,Bosentan
00034180080,Revatio
00121054410,Bosentan
64764054411,Bosentan
00517570425,Sildenafil
00069419068,Bosentan
00056016975,cranberry extract-vit C 4200/40 mg
00065064835,difluprednate
00310032165,sorafenib
00026848858,*NF* Sorafenib
00026848858,sorafenib
00517570425,sorafenib
61553008348,Lorazepam
61553008348,Haloperidol
61553008348,Potassium Chloride
00002416530,raloxifene
00904571135,Afrin Sinus
63323026965,Midazolam
63323026965,Calcium Gluconate
00517570425,Albuterol Inhaler (ProAir)
00517570425,Fentanyl Citrate
00517570425,Ipratropium Bromide HFA
54391005009,L-Carnitine
63739002401,creatine 
00338004904,coenzyme Q10
50383017290,L-Carnitine
10939033733,arginine (L-arginine)
00597007575,creatine monohydrate
67457021501,Melphalan
00054850016,Lidocaine Jelly 2%
68258912401,Flucytosine
68258912401,FLUC60L
00065009205,Fluorescein
60505008000,sotalol
55390003010,Thiotepa
16837086012,Fentanyl Citrate
00054817625,Ketorolac
61314063705,Ketorolac
00536338101,Norepinephrine
66689032350,Carbamazepine Chewable Tabs
00406055262,baclofen
00904777261,Metoprolol 
00409198530,Claravis
50242006101,Bevacizumab (Avastin)
00781710955,Fentanyl
67457019015,edrophonium chloride
67467064301,Albumin 25%
00054023755,Morphine Sul
66479056012,Morphine
24208045725,diclofenac sodium
00054023524,Morphine Sulfate
00054817625,dexame
00025152031,celecoxib
00597018461,Pramipexole
00409665305,Ertapenem
62756035664,Ond
63323026201,PHENYLEPHrine
63323026201,Phenylephrine
51079012620,MetRONIDAZOLE
58281056301,baclofen
00088222033,Jolessa
00338070948,Propofol
00149047201,risedronate
00065026625,travoprost
00456066270,Requip XL
00406051262,Requip XL
00173069100,Lidocaine Jelly 2% (Urojet)
63481062410,Oxymorphone HCl
00406055262,Oxymorphone
00409128331,Oxymorphone
44087081808,Crinone
10939003722,Coenzyme Q10 study drug
00338004931,HYDROmorphone PCA (Dilaudid)
00182853489,Metoprolol Tartrate
00182853489,Ondansetron
00182853489,HYDROmorphone (Dilaudid)
00182853489,Diltiazem
00182117089,Omeprazole-Sodium Bicarbonate
00039022110,glimepiride
63395020113,cevimeline
00591083960,BuPRO
00338008904,Travatan Z
00703301513,Fluorouracil
00173068254,albuterol
51079000220,Trilipix
00093730165,Trilipix
00093730165,Januvia
00173068254,albuter
00054007928,Balsalazide
00002445385,Olanza
00009076004,Calcium Gluconate
00009076004,HYDROmorphone (Dilaudid)
00009076004,Fentanyl Citrate
24208027715,Sodium Chloride
54569523500,Sodium Chloride
43068010602,Iloperidone
43068010202,Iloperidone
43068011304,Iloperidone
54569122400,Dexamethasone
10019003783,Nitroglycerin
55390000401,Potassium Chloride (Powder)
00002831501,insulin
00247108052,Ethyl Chloride
00088222033,ethyl chloride
51079048020,Venlafa
00002714001,Reopro
00121174410,fluoxymesterone
00002831501,Insulin Pump (Self Administering Medication)
00409672924,Sodium Chloride
58177022211,imdu
00409198530,Pristiq
00245004101,Januvia
00088250033,Apidra
00406055262,Cortisone
00121174410,Guai
00409490234,Avodart
00143120125,Propofol
51248015001,Vesicare
00149075215,Asacol
10019002804,Inderal LA
10019002804,Prilosec
00007365021,triamterene-hydrochlorothiazid
00007365021,Lescol XL
00904336561,baclofen
00172428010,Calan SR
66490069010,triamterene-hydrochlorothiazid
66490069010,primiDONE
00172428010,Aleve
49502069724,Baclofen
00078017605,mometasone
00245004101,Baclofen
00487980125,Baclofen
00338001701,Restasis
51079025520,Lactaid
00781210401,Tacrolimus (Self Med)
00310027539,Quetiapine Oral Suspension
00409672924,Lorazepam
00406991816,Nortriptyline
00029608031,Insulin Pump
00409128331,Lunesta
00597010760,dabigatran etexilate
00093542088,cabergoline
59572030250,Melphalan
00409492134,Epi
00641036725,Dexame
00904224461,Gleevec
00078040105,Imatinib
54569523500,Polyethylene Glycol 400 (Bulk)
63323026201,Polyethylene Glycol 400 (Bulk)
00338055318,Muro 128
51079075920,Muro 128
54162055007,Insulin Pump (Self Administering Medication)
00074334603,Leuprolide Acetate
16837086012,Alternagel
00013830304,Travatan Z
00597018590,Mirapex ER
00002821501,fenofibrate
00517570225,Mirapex ER
63323026201,Mirapex ER
63323026201,fenofibrate
51079025520,Metoprolol 
00075062300,Lovenox
00469352530,Telavancin *NF*
00409672924,Latuda
00245004101,Latuda (Lurasidone)
00074929613,Lescol XL
58177022211,Lescol XL
64980010401,Neutra-Phos
61553008348,Ondansetron
00143988125,Phenytoin Sodium (IV)
58177020211,K-DUR
00456066270,K-DUR
00430075227,Mesalamine
51079008620,Prednisolone Acetate
00555080802,Tretinoin Suspension
00555080802,Tretinoin 
68094019361,Valproic Acid (as Sodium salt)
00182116189,bicalutamide
00406051262,Insulin Pump (Self Administering Medication)
00054864816,Insulin Pump (Self Administering Medication)
00121065721,Insulin Pump (Self Administering Medication)
00904404073,Humalog Mix 75-25 KwikPen
00904404073,Humalog KwikPen
00071015823,HydrALAzine
63010001030,Nelfinavir Mesylate
00904053061,multi
00469520230,tacrolimus
00054839224,Quinacrine (Bulk)
49502050001,Epinephrine Auto Injector
00002324033,YAZ 28
54868596800,travoprost
68094019361,valp
00186023503,Xylocaine
00074663322,Ritonavir (Oral Solution)
00182070389,Nitroglycerin SR
68084044701,Insulin Pump (Self Administering Medication)
55390000401,Metoprolol Tartrate
00338067104,Acetaminophen
58160087346,Magnesium Sulfate
63323026201,HYDROmorphone (Dilaudid)
51079025520,Baclofen
00338055318,Baclofen
49502069724,Bystolic
51079000720,Levemir
00009001104,Levemir
00409781124,Levemir
00338355248,Levemir
00071015540,Insulin Levemir
00456066270,Insulin Levemir
00054812025,insulin detemir
00338355248,insulin detemir
00056017075,insulin detemir
00004003909,ValGANCIcl
00037024130,Azelastine
00008084199,Tylenol Arthritis Pain
00093521193,Tylenol Arthritis
13533063402,Tetanus Immune Globulin
38779057808,Culturelle
00002445385,OLANZapine
00338004902,Fentanyl
00409115902,1
00409741803,Dextran 40 10% in D5W
00245009101,Multivitamins w/Minerals
00904053061,Multivitamin
51079098320,Symbicort
63739026110,carafate
00338355248,Loteprednol Etabonate
08290036005,Vyvanse
00182050789,Midazolam
10631040701,anusol
00338004904,Levemir
60258000601,levemir
00004080285,Oselt
00409672924,Fentanyl Citrate
00409477702,Vesicare
00182844789,Vesicare
51079096620,Vesicare
61787006204,Dextromethorphan-Guaifenesin 
00406055262,Enablex
64980010401,Phospha 250 Neutral
00904224461,Docusa
00603385521,hydrochlorothiazide
00054023755,morphine
66479056012,morphine
00409427601,1
08290036005,acetaminophen
67386050152,PENTObarbital Sodium
00023031204,Artificial 
51079097320,MetFORMIN
00173094755,BuPROP
00004003909,ValGANCIclovir Suspension
67618015001,Povidone Iodine 1/2 Strength
58177023811,Isosorbide Mononitr
58177023811,Isosorbide Mononitra
68516521102,albumin
63739002401,Avodart
63739002401,Folbic
58177009111,Zaditor
00023218105,ketorolac
58468013001,sevelamer HYDROCHLORIDE
00574704512,Belladonna Alkaloids-Opium
00206886202,Morphine Sulfate
00409606211,Acetaminophen (Rectal)
59310057920,Propofol
49281040015,Vasopressin
49281040015,EPINEPHrine
49281040015,Sodium Bicarbonate
49281040015,Calcium Chloride
49281040015,Fentanyl
49281040015,PHENYLEPHrine
00338355248,Phenylephrine
00338355248,Midazolam
00338355248,NORepinephrine
00074630413,ERYTHROMYCIN
